국가명,국가등급,등급평가일자
동티모르,7,2007-10-09
로스속령,7,2007-10-09
리유니온,4,2007-10-09
리히텐쉬타인,2,2007-10-09
마요티,5,2007-10-09
말티니크,3,2007-10-09
맨아일,2,2007-10-09
멜리야,3,2007-10-09
모나코,2,2007-10-09
몬테네그로 ,7,2007-10-09
몬트세라트,7,2007-10-09
미국령 버진군도,3,2007-10-09
미국령 사모아,5,2007-10-09
미드웨이섬,7,2007-10-09
미크로네시아,5,2007-10-09
바티칸,2,2007-10-09
버뮤다,3,2007-10-09
베이커홀랜드섬,7,2007-10-09
북마리아나 군도(사이판),3,2007-10-09
산마리노,2,2007-10-09
세우타,3,2007-10-09
세인트 루시아,5,2007-10-09
세인트 피에르도 미퀘론도,4,2007-10-09
세인트 헬레나,5,2007-10-09
스발바드,7,2007-10-09
아쉬모아 카르티어 아일랜드,7,2007-10-09
안길라,4,2007-10-09
안도라,2,2007-10-09
알랜드아일랜드,2,2007-10-09
영국남극속령,7,2007-10-09
영국령 버진군도,3,2007-10-09
영국령 인도양지역,7,2007-10-09
월리스푸트나군도,5,2007-10-09
웨이크아일랜드　,7,2007-10-09
자비스섬,7,2007-10-09
잔메이엔,7,2007-10-09
존스톤 아일랜드,7,2007-10-09
지브롤터,3,2007-10-09
챠넬아일랜드(GUERNSEY),2,2007-10-09
챠넬아일랜드(JERSEY),2,2007-10-09
케이만군도,3,2007-10-09
코랄섬,7,2007-10-09
코모로,7,2007-10-09
코코스 아일랜드,7,2007-10-09
쿡아일랜드,4,2007-10-09
크리스마스 아일랜드,7,2007-10-09
키리바시,6,2007-10-09
킹맨리프,7,2007-10-09
터크스 카이코스군도,4,2007-10-09
토켈라우군도,3,2007-10-09
통가왕국,7,2007-10-09
투발루,7,2007-10-09
팔라우,4,2007-10-09
팔레스타인,7,2007-10-09
팔미라,7,2007-10-09
패로아일랜드,3,2007-10-09
포클랜드(말비나스)군도,3,2007-10-09
푸에르토 리코,2,2007-10-09
프랑스령 가이아나,4,2007-10-09
프랑스령 극남군도,3,2007-10-09
프랑스령 폴리네시아,3,2007-10-09
피트케안군도,7,2007-10-09
호주남극속령,7,2007-10-09
가봉,6,2007-07-06
과테말라,5,2007-07-06
네덜란드령 안틸레스,5,2007-07-06
니카라과,7,2007-07-06
도미니카공화국,5,2007-07-06
르완다,7,2007-07-06
멕시코,2,2007-07-06
바하마,3,2007-07-06
베네수엘라,6,2007-07-06
벨리즈,7,2007-07-06
볼리비아,7,2007-07-06
부룬디,7,2007-07-06
브라질,3,2007-07-06
아르헨티나,7,2007-07-06
아이티,7,2007-07-06
앤티가바부다,6,2007-07-06
에콰도르,7,2007-07-06
엘살바도르,4,2007-07-06
온두라스,6,2007-07-06
우간다,6,2007-07-06
우루과이,4,2007-07-06
자메이카,6,2007-07-06
적도 기니,7,2007-07-06
중앙아프리카공화국,7,2007-07-06
차드,7,2007-07-06
칠레,2,2007-07-06
카메룬,7,2007-07-06
케냐,6,2007-07-06
코스타리카,3,2007-07-06
콜롬비아,4,2007-07-06
콩고(구 자이레),7,2007-07-06
"콩고,브라자빌",7,2007-07-06
쿠바,7,2007-07-06
탄자니아,6,2007-07-06
트리니다드토바고,2,2007-07-06
파나마,3,2007-07-06
파라과이,6,2007-07-06
페루,4,2007-07-06
나미비아,3,2007-04-06
남아프리카공화국,3,2007-04-06
네팔,7,2007-04-06
대만,1,2007-04-06
라오스,7,2007-04-06
레소토,6,2007-04-06
마다가스카르,7,2007-04-06
말라위,7,2007-04-06
말레이시아,2,2007-04-06
모리셔스,3,2007-04-06
모잠비크,6,2007-04-06
몰디브,5,2007-04-06
몽골,7,2007-04-06
미얀마,7,2007-04-06
방글라데시,6,2007-04-06
베트남,4,2007-04-06
보츠와나,2,2007-04-06
북한,7,2007-04-06
브루나이,2,2007-04-06
스리랑카,5,2007-04-06
스와질랜드,6,2007-04-06
싱가포르,1,2007-04-06
아프가니스탄,7,2007-04-06
앙골라,7,2007-04-06
인도,3,2007-04-06
인도네시아,5,2007-04-06
잠비아,6,2007-04-06
중국,2,2007-04-06
짐바브웨,7,2007-04-06
캄보디아,7,2007-04-06
태국,3,2007-04-06
파키스탄,6,2007-04-06
파푸아뉴기니,5,2007-04-06
필리핀,5,2007-04-06
홍콩,1,2007-04-06
그루지아,6,2007-02-02
라트비아,3,2007-02-02
러시아,3,2007-02-02
루마니아,3,2007-02-02
리투아니아,2,2007-02-02
마케도니아,5,2007-02-02
몰도바,7,2007-02-02
몰타,2,2007-02-02
벨라루스,7,2007-02-02
보스니아-헤르체코비나,7,2007-02-02
불가리아,3,2007-02-02
사이프러스,2,2007-02-02
세르비아-몬테네그로,7,2007-02-02
슬로바키아,1,2007-02-02
슬로베니아,1,2007-02-02
아르메니아,6,2007-02-02
아제르바이잔,5,2007-02-02
알바니아,6,2007-02-02
에스토니아,2,2007-02-02
우즈베키스탄,7,2007-02-02
우크라이나,5,2007-02-02
체코,1,2007-02-02
카자흐스탄,4,2007-02-02
크로아티아,4,2007-02-02
키르기즈스탄,7,2007-02-02
타지키스탄,7,2007-02-02
터키,5,2007-02-02
투르크메니스탄,7,2007-02-02
폴란드,2,2007-02-02
헝가리,3,2007-02-02
마샬군도,6,2006-12-13
사모아,5,2006-12-13
스와질랜드,6,2006-12-13
지부티,7,2006-12-13
피지,6,2006-12-13
가나,6,2006-10-30
감비아,7,2006-10-30
기니,7,2006-10-30
기니비사우,7,2006-10-30
나이지리아,7,2006-10-30
니제르,7,2006-10-30
라이베리아,7,2006-10-30
레바논,7,2006-10-30
리비아,6,2006-10-30
말리,6,2006-10-30
모로코,3,2006-10-30
모리타니아,7,2006-10-30
바레인,2,2006-10-30
베냉,7,2006-10-30
부르키나파소,7,2006-10-30
사우디 아라비아,2,2006-10-30
세네갈,6,2006-10-30
소말리아,7,2006-10-30
수단,7,2006-10-30
시리아,7,2006-10-30
시에라리온,7,2006-10-30
아랍 에미레이트,2,2006-10-30
알제리,3,2006-10-30
에티오피아,7,2006-10-30
예멘,6,2006-10-30
오만,2,2006-10-30
요르단,5,2006-10-30
이라크,7,2006-10-30
이란,5,2006-10-30
이스라엘,3,2006-10-30
이집트,4,2006-10-30
카타르,2,2006-10-30
카포베르데,6,2006-10-30
코트디부아르,7,2006-10-30
쿠웨이트,2,2006-10-30
토고,7,2006-10-30
튀니지,3,2006-10-30
가봉,6,2006-07-07
가이아나,7,2006-07-07
과테말라,5,2006-07-07
네덜란드령 안틸레스,5,2006-07-07
니카라과,7,2006-07-07
도미니카공화국,5,2006-07-07
르완다,7,2006-07-07
멕시코,2,2006-07-07
바누아투,5,2006-07-07
바하마,3,2006-07-07
베네수엘라,6,2006-07-07
벨리즈,7,2006-07-07
볼리비아,7,2006-07-07
부탄,6,2006-07-07
브라질,4,2006-07-07
상투메프린시페,7,2006-07-07
세이셸,7,2006-07-07
세인트 빈센트 그레나딘,5,2006-07-07
세인트 킷츠 네비스,7,2006-07-07
수리남,7,2006-07-07
아루바,4,2006-07-07
아르헨티나,7,2006-07-07
아이티,7,2006-07-07
아제르바이잔,5,2006-07-07
앤티가바부다,7,2006-07-07
에콰도르,7,2006-07-07
엘살바도르,4,2006-07-07
온두라스,7,2006-07-07
우간다,7,2006-07-07
우루과이,5,2006-07-07
자메이카,6,2006-07-07
적도 기니,7,2006-07-07
중앙아프리카공화국,7,2006-07-07
차드,7,2006-07-07
칠레,2,2006-07-07
카메룬,7,2006-07-07
캄보디아,7,2006-07-07
케냐,6,2006-07-07
코스타리카,3,2006-07-07
콜롬비아,4,2006-07-07
콩고(구 자이레),7,2006-07-07
"콩고,브라자빌",7,2006-07-07
쿠바,7,2006-07-07
탄자니아,6,2006-07-07
트리니다드토바고,2,2006-07-07
파나마,4,2006-07-07
파라과이,6,2006-07-07
페루,4,2006-07-07
나미비아,3,2006-04-28
남아프리카공화국,3,2006-04-28
네팔,7,2006-04-28
대만,1,2006-04-28
라오스,7,2006-04-28
레소토,6,2006-04-28
마다가스카르,7,2006-04-28
마카오,2,2006-04-28
말라위,7,2006-04-28
말레이시아,2,2006-04-28
모리셔스,3,2006-04-28
모잠비크,7,2006-04-28
몰디브,5,2006-04-28
몽골,7,2006-04-28
미얀마,7,2006-04-28
방글라데시,6,2006-04-28
베트남,5,2006-04-28
보츠와나,2,2006-04-28
북한,7,2006-04-28
브루나이,2,2006-04-28
스리랑카,5,2006-04-28
싱가포르,1,2006-04-28
앙골라,7,2006-04-28
인도,3,2006-04-28
인도네시아,5,2006-04-28
잠비아,7,2006-04-28
중국,2,2006-04-28
짐바브웨,7,2006-04-28
태국,3,2006-04-28
파키스탄,6,2006-04-28
파푸아뉴기니,5,2006-04-28
필리핀,5,2006-04-28
홍콩,2,2006-04-28
그루지아,7,2006-02-07
라트비아,2,2006-02-07
러시아,4,2006-02-07
루마니아,4,2006-02-07
리투아니아,2,2006-02-07
마케도니아,6,2006-02-07
몰도바,7,2006-02-07
몰타,2,2006-02-07
벨라루스,7,2006-02-07
보스니아-헤르체코비나,7,2006-02-07
불가리아,4,2006-02-07
사이프러스,2,2006-02-07
세르비아-몬테네그로,7,2006-02-07
슬로바키아,1,2006-02-07
슬로베니아,1,2006-02-07
아르메니아,6,2006-02-07
알바니아,6,2006-02-07
에스토니아,2,2006-02-07
우즈베키스탄,7,2006-02-07
우크라이나,6,2006-02-07
체코,1,2006-02-07
카자흐스탄,4,2006-02-07
크로아티아,4,2006-02-07
키르기즈스탄,7,2006-02-07
타지키스탄,7,2006-02-07
터키,5,2006-02-07
투르크메니스탄,7,2006-02-07
폴란드,2,2006-02-07
헝가리,2,2006-02-07
